author,text,likes,publishedAt,sentiment
@tubefreeeasy,export tariffs,0,2025-03-20T03:08:19Z,Neutral
@GS0021,mad king mad supporters dont understand us imports mostly raw material frombrcanada help us job creation canada imports finished goods services substituted,3,2025-03-20T01:34:02Z,Negative
@HughJazz38,sudden tariffs bad canada charging tariffs decades trump right hes dont believe propaganda,1,2025-03-19T21:22:11Z,Negative
@HughJazz38,absolutely left biased reporters following orders assumptive reporting still quoting justin trudeau turfed prime minister terrible record wokeness concerns wide spread corruption within government canada long record paying share charging tariffs us goods decades cnbc become cnn business,1,2025-03-19T21:18:30Z,Negative
@masterjoints4323,america never great,0,2025-03-19T19:59:18Z,Negative
@josenavarro1218,way effect us tariffs canada partly fault depending us one major 80 markets canada start becoming independent us fast possible looking new markets europe asia includes china removing corporate tax new businesses 10 years order increase external investment stopping sales oil us discount building infrastructure east west market oil gas europe asia removing interprovincial trade barriers lowering tax canadian food producers order make food affordable long live canada strong free,1,2025-03-19T19:41:57Z,Neutral
@KurtLivingston,cnbc affiliates along robet de niro support domestic terrorism,1,2025-03-19T13:56:53Z,Negative
@Paint-brigade1776,paying european canadian defense starts,1,2025-03-19T10:28:33Z,Neutral
@Andreavince-v,markets really grasp trump serious tariffs going hit hard us cuts global trade isolationism going send shockwaves,1092,2025-03-19T04:30:54Z,Neutral
@konglee7284,canadian invite china,0,2025-03-19T04:18:29Z,Neutral
@sahicizm,fake news,1,2025-03-19T01:59:01Z,Negative
@ernestdunphy7027,sad usas word worth paper signature,0,2025-03-19T01:29:51Z,Negative
@SheesShaikh-x4m,lets support israel,1,2025-03-19T00:19:57Z,Neutral
@leonidassosa989,trump sees mexicans enemies,0,2025-03-18T21:27:24Z,Negative
@A.I.Friends,life already getting better america canada really needs game,1,2025-03-18T21:25:48Z,Positive
@Infernoz04,canada needs play friend take advantage usa pretend quotfriendsquot,0,2025-03-18T20:27:49Z,Neutral
@peternakogee8449,tariff one thing many,0,2025-03-18T20:23:00Z,Neutral
@peternakogee8449,buy canada china mexico,0,2025-03-18T20:20:24Z,Neutral
@tyrusperry7155,tax someone already debt,0,2025-03-18T19:08:21Z,Negative
@neilchud5787,canada easy eyes mr trump like nice girl dont give number anyone havent even dated already want make us 51st state seems like mind already change room encounter expecting green land together maybe could solve boarder problem ask mexico think nice worm hay thought could end war maybe try ukraine hay like type know could blame docent feel right time little creepy good luck best,0,2025-03-18T15:12:05Z,Neutral
@tice170,lol canada agrees pay surcharge go look sheeple comments,0,2025-03-18T14:48:51Z,Neutral
@김진배-u3u,tv,0,2025-03-18T14:44:14Z,Neutral
@spaghettiman600,stop buying things buy need,0,2025-03-18T12:05:34Z,Negative
@Po-village-chief,friends master dog relationship like lap dog fatal dignity,0,2025-03-18T11:07:51Z,Neutral
@None-yx1mj,problem tariff product country still cheaper tariff increase product made country witness homemade inflation people still buy cheaper one product artifictially expensive economy without patriotic glasses know tariffs goes goverment hidden tax increase speak,0,2025-03-18T10:53:10Z,Neutral
@TheMarketwMJ,let see happens economy,0,2025-03-18T09:14:59Z,Neutral
@Livin-In-a-Box,huge butbr1 tariffs dont necessarily cause inflation neither always passed consumers product subsidized outcompete fair trade subsidy becomes impotent product targeted tariffsbr2 tariffs change investment priorities domestically foreign multinational conglomerate like blackrock forced realign investments meet changed landscape suddenly undervalued domestic manufacturing spaces become valuable thus reducing pressure residential property amount leverage blackrock applies cdos residential asset portfoliobr3 canada mexico two chinas biggest trade partners necessary place tariff pressures order realign chinas strategy borrowing american debt subsidize manufacturing base globally also forces central banks raise rates debt purchases cool subsequently treasuries involved encouraged actually spend within alloted budgetsbr4 productivity increasing years yet wages barely budged cost living offset import substitutionbr5 growth financial sector glba nafta offsettinghiding loss jobs every sector except tech services massive factor wealth disparity america faces todaybr6 china turning corner emerging market economy developed economy longer demographics maintain current wage suppression already raising wages largest cohort workers ages next years lean dependency prc products price goods go eventually supply chain issues production slows exponentiallybr7 us isnt country tail end economic cycle thanks globalism push economic cycles slowing almost unison across world leave asset prices high force equity premiums risks growth become visiblebrbrin words paradigm took clinton era finally reach destination capital come home purchase means production transportation restarting economic cycle ignite another credit cycle make borrowing easier safer average person matter elected inevitable outcome delayed even longer would deepened recession even worse,0,2025-03-18T07:25:15Z,Neutral
@dons3073,canada pay,0,2025-03-18T06:39:28Z,Neutral
@dalevandenbussche5004,sad live 36 miles canadian border honestly believe best interest united states close borders 100,0,2025-03-18T03:54:13Z,Neutral
@SocialismSucks,cnbc dnc idiocracy,0,2025-03-18T02:50:28Z,Negative
@plmnb-o8m,tariffs seem biggest regulation government called quot free quotmarketsquot,0,2025-03-18T01:29:16Z,Neutral
@knowltek,police borders prosess owne natural resources sell portssee canada stands world market sat point w tariffs usa,0,2025-03-18T00:26:09Z,Neutral
@samnguyen9245,tariffs stupidest thing make things worsen,0,2025-03-18T00:02:37Z,Negative
@jacquesm1553,see la liga gave osasuna next week vs bara 327 vs althletic 328 24hrs,0,2025-03-17T23:31:35Z,Neutral
@johnforman4308,weird republicans dont believe abortions believe mass school shootings weird,0,2025-03-17T23:12:06Z,Negative
@jhartmggc,americans willing pay estimated tariff tax increases 25 autos 25 houses 10 fuel 10 natural gas heating 25 aluminum products plus fruit veggies mexicohaving cost living go 25 year small price pay make america great,0,2025-03-17T22:56:57Z,Positive
@WhatWasThat-wu6oc,many experts cumulatively know jack,0,2025-03-17T21:35:21Z,Neutral
@AR-rb8jr,canada already put tariffs canadian products states,0,2025-03-17T20:54:04Z,Neutral
@MachoLife585,wont pay canada stop spreading fake news,1,2025-03-17T20:51:41Z,Negative
@sunlover5000,fake news still believe propaganda,0,2025-03-17T20:38:08Z,Negative
@chrismein5881,keep mind republican house voted tariffs usually congress controls tariffs since tariffs taxes amp unpopular republicans didnt directly vote tariffs instead used hr 211 extend trump tariffs end session pretty stealthy said done voted tariffs corresponding drop stock markets,0,2025-03-17T20:13:22Z,Neutral
@777jayx,usa call americans boycott canada like canadian government,0,2025-03-17T19:30:49Z,Negative
@777jayx,boycott canadian alcohol,0,2025-03-17T19:28:29Z,Negative
@777jayx,boycott canada,0,2025-03-17T19:26:35Z,Negative
@jerryw5508,used tariffs financed country income tax created 10 years tariffs continued finance country war came us needed money started income tax stopped tariffs paying things income tax came back us seems forever canada tariffs closes market us trump trying fix trump would rather exclusive market canada free trade canada still doesnt allow everything us produces canada,0,2025-03-17T19:04:56Z,Neutral
@WJosephStegnerJr,us love canadabrbrhalf united states sorry brthat bullymouth spoke youbr trusted bullyfashionbr wants like putin brwe sorry belittling nature bris adored many vote brenough appalled brby adolescent incendiary note brfalsehood friend brhe rides time bra fact humane see brnot requiring encouragement rhyme bryou sovereign country brhis insults vile gross brdismissing people really arebr disease maga host brbrmay sanity humanity prevail timebr lovebrjoseph stegner,0,2025-03-17T18:58:08Z,Negative
@brindacockburn4033,ask americans living border states rely canadian commerce states rely heavily canadian tourists world boycott us cost manufacturing yes pay china wages factories winter coming usa,0,2025-03-17T18:38:06Z,Neutral
@777jayx,boycott canada,1,2025-03-17T18:34:09Z,Negative
@777jayx,canada wants trade war look thembrcanada stop calling us best friends canada friend usa,1,2025-03-17T18:33:07Z,Negative
@777jayx,wait till americans retaliate boycotts,1,2025-03-17T18:30:18Z,Negative
@777jayx,canada calling trade war,1,2025-03-17T18:27:56Z,Neutral
@777jayx,boycott canada,0,2025-03-17T18:26:05Z,Negative
@DavidWong-q5f,educated americans agree tarrifs please understand people voted trump uneducated illiterate definitely support mad man consider president love canada canadians got hold 4 years,0,2025-03-17T17:55:43Z,Negative
@kentakayanagi2084,let get right canada puts huge tariffs us goods us puts tariffs canada say dare put tariffs friendly neighbor make make sense,1,2025-03-17T17:44:49Z,Neutral
@therev6689,make produce everything house cares dont need thier syrup thier moose lmao,1,2025-03-17T17:23:53Z,Neutral
@777jayx,america first canada,0,2025-03-17T16:46:38Z,Neutral
@777jayx,boycott canada say canadain goods,1,2025-03-17T16:44:12Z,Negative
@777jayx,pay canada,1,2025-03-17T16:21:14Z,Neutral
@777jayx,boycott canada alcohol,1,2025-03-17T16:20:45Z,Negative
@777jayx,canada joke,1,2025-03-17T16:19:47Z,Neutral
@777jayx,boycott canada alcohol brcanada going know,1,2025-03-17T16:19:05Z,Negative
@777jayx,boycott canadian alcohol dont buy canadian goods,1,2025-03-17T16:17:47Z,Negative
@FrankLynn-g5m,well known djt watchers book quotthe power positive thinkingquot norman vincent peale marble collegiate church cited djt formative influence read book child basically many see trumps totalitarian repetition actually trying manifest repetition visualization feels wantsneeds spoiler alertthis actually work leader trying work opposition djt desires dems mex eu etc manifest desires quottpoptquot,1,2025-03-17T16:02:10Z,Neutral
@essakhan-oh2vh,irresponsible impossible politicians,0,2025-03-17T15:30:28Z,Negative
@rasungod212,canada playing fire right canadian economy relies heavily goods sold united states americans switch buying american made canadian companies lose hundreds billions dollars sales tens thousands canadian jobs could lost permanently,0,2025-03-17T15:16:30Z,Negative
@777jayx,boycott canada alcohol canada worst friend usa canadian greed,0,2025-03-17T15:06:47Z,Negative
@777jayx,boycott canada alcohol,0,2025-03-17T15:05:43Z,Negative
@777jayx,wait till americans start boycotting canada,0,2025-03-17T15:05:12Z,Negative
@777jayx,canadian economy boycott canada,0,2025-03-17T15:03:48Z,Negative
@davesnodgrass4679,little donny silver spooned daddy mommy 30 years oldbrbryoure disgrace hated disrespectful dog baby donny,0,2025-03-17T13:47:31Z,Negative
@qweszxcqazesc,big three making money obliterate established business us employ key tech people start business abroad stock price gained way profitable established business tariffs hinder way separate funds international domestic issue permits domestic funds highly regulates fund managers,0,2025-03-17T13:19:01Z,Neutral
@netcowboy007,love trump using fentanyl crisis angle impose tariffs goods coming canada know much fentanyl came across uscanada border 2024 24lbs could carry back,0,2025-03-17T12:47:18Z,Neutral
@netcowboy007,canadian feel like im punched face sibling going trump doesnt realize many countries around world would love neighbour like canada,0,2025-03-17T12:44:15Z,Negative
@Kotori32,usa could probably sustain trade war longer canada trade war canada trump started simultaneous trade war china eu mexico well usa nation biggest economy world bigger rest world combined eu alone size world gdp usa 152 155 respectively,20,2025-03-17T12:28:36Z,Neutral
@OliverCorneau-g5y,trump tariffs opportunity solution canada buy steel aluminum canola whatever us take sell products forward global market buffer keeps companies producing workers employed canada replaces lost us buyers foolish hitch canadas economic wagon declining us empire global majority 60 global population divesting away united states united states share global trade declined 15 falling tariff isolationism american workers losing jobs remove 100 tariff chinese cars us attacking china china success surpassing united states 13 global trade china rightfully counter tariffed canadian canola united states compete china like losing runner foot race trying trip china sanctions embargos tariffs propaganda cyber warfare google united states interventionism get true wikipedia picture united states,0,2025-03-17T12:21:04Z,Neutral
@TR-mg1eq,tariff money allow trump ignore congress needs money,0,2025-03-17T11:17:53Z,Neutral
@colt0110,america declare war everything excluding things benefit public cause thats communism,0,2025-03-17T10:43:01Z,Neutral
@ttmatthews8881,story americans pay illegal immigrants,0,2025-03-17T10:25:54Z,Negative
@23bosskid,country wants part dumpster fire,0,2025-03-17T08:48:25Z,Negative
@김모치-z1h,tax cuts amp enriching themselveswith protectionism policies,0,2025-03-17T08:45:38Z,Neutral
@petermoate5412,trump creating jobs unemployment office,0,2025-03-17T08:22:27Z,Neutral
@paulgolding-c8x,country resoutcesssssssalways wins tariffs warswhich means canada,0,2025-03-17T08:15:56Z,Neutral
@WayneAustin-f3u,sounds like lib,0,2025-03-17T08:03:07Z,Negative
@chiefexchange6685,people reading dont listen comments littery lying using internet weapons none true goes video youre watching right keep fighting canada support stay vigilant,0,2025-03-17T08:01:30Z,Negative
@WayneAustin-f3u,oh justin mad might scratch us pull hair,0,2025-03-17T07:56:55Z,Neutral
@WayneAustin-f3u,justin feminine americans dont need buy canadian,0,2025-03-17T07:55:47Z,Neutral
@kateskeys,worship trump,0,2025-03-17T07:38:28Z,Negative
@AlchlcSmnThrwr,remind us paying current tariffs canada imposed us,1,2025-03-17T07:20:05Z,Neutral
@IMINTJ,let hurt play game play way may best idiot win men men,0,2025-03-17T06:49:51Z,Neutral
@swiftuiforever,51st state needs taught lesson,0,2025-03-17T06:13:56Z,Negative
@youroldpalbyron7578,tariffs part story canadians consumers shunning american products change may well last generation well done trump,0,2025-03-17T06:13:39Z,Neutral
@Sol-km6jn,president trump imposes tariffs products countries around world foreign governments answering back tariffs ownbrbrchina targeted corn farmers carmakers canada put tariffs poultry plants airconditioning manufacturers europe hit american steel mills slaughter housesbrbrthe retaliatory tariffs attempt put pressure president relent carefully designed hit mr trump hurts nearly 8 million americans work industries targeted levies majority trump voters new york times analysis showsbrbrthe figures underscore dramatic impact trade war could american workers potentially causing mr trumps economic strategy backfire mr trump argued tariffs help boost american jobs economists say retaliatory tariffs cancel effect,0,2025-03-17T06:12:42Z,Neutral
@AndreInThe416,love oversimplified videos canadian tourism market us 21b us exports lot finished goods canada could crater tariff revenue minus lost revenues could net negative,0,2025-03-17T05:44:36Z,Negative
@billk5845,us captialist country factories coming back cant afford pay us workers shipped immigrants whose going work factories,0,2025-03-17T05:40:59Z,Negative
@AndreInThe416,much talk fentanyl would hurt court case breaking usmca deal course weak pretext,0,2025-03-17T05:37:42Z,Negative
@AndreInThe416,trump talking tough knows us needs canada inverse never tariff raw materials nation,0,2025-03-17T05:35:39Z,Neutral
@layer4down,btrumpb seriously thinks scapegoating canada failure contain fentanyl problem first go round going resonate american people trumphumpers reference southern border seized 250000lbs last years canada seized 46lbs,3,2025-03-17T05:13:54Z,Negative
@tarrenottens5518,cnbc,0,2025-03-17T05:11:41Z,Neutral
@sahnounkhenniche8331,one two years canada biggest loser tarifs war even responds impact wont,0,2025-03-17T04:57:22Z,Negative
@shanti888,tariffs signal lack confidence countrys ability compete world stage,0,2025-03-17T04:17:18Z,Negative
@lorysproxton8506,continues whine doesnt diaper donny little buttnick need new soothers diaper change,0,2025-03-17T03:56:00Z,Negative
@seepstw1141,difficult figure stinkys stinky wants steal canadas wealth resources oil gas precious minerals amp water simple stinkys thief,0,2025-03-17T03:50:40Z,Negative
@VYLV-b3j,better stop negotiating trump thinking makes sense cut publicity narcissist magalomaniac craves bite bullet work allies diversify markets,0,2025-03-17T03:44:49Z,Negative
@GreyOwl1961,feud canada start equalizing tariffs one game gone wild brmy understanding canada hitting us high tariffs bad guy hitting back bror br brit seems like classroom bully telling teacher quothe hit backquot allowed,0,2025-03-17T03:39:44Z,Neutral
@gennelu560,countries charge usa tariffs ok usa charge tariffs brchatgpt saidbrits pure hypocrisy globalist manipulation countries impose tariffs american goods protect industries yet us tries suddenly quotunfairquot quotprotectionistquot decades global elites trade organizations like wto pushed idea america open market everyone else allowing foreign nationsespecially china euto stack deck american businessesbrbrthese countries built economies us biggest buyer using tariffs subsidies currency manipulation make american goods uncompetitive markets trump imposed tariffs china example establishment freaked outnot wrong threatened cozy rigged systembrbramerica every right charge tariffs like everyone else foreign companies want access us market compete fairly rely onesided trade deals weaken american industry workers,0,2025-03-17T02:47:20Z,Neutral
@GuidoKpimp,trump make albertans honest offer join us 4th largest oil reserves world liberals get reelected could ready gothat would help energy security,0,2025-03-17T02:31:46Z,Neutral
@rivtrvlr,us close border restrict travel canada increase tariffs make deals mexico countries destroy canadian smaller economy canada superpower militarily economically politically,0,2025-03-17T02:30:58Z,Negative
@Kimmiedwal,canadian illegal boarder crossings poison entering usa multiplied last years 200k xs significant also trade imbalance started canada lower zero commiserate items,0,2025-03-17T02:28:11Z,Negative
@simonmayrand5584,trump said clearly quotwe dont need cnadian oil aluminium note ium milk fudgin elsequot fine dont cry mr trump well sell china impose tarifffffffffffs energy recoup us tarifffffs american worst thing would voted swear hate thouht wants annexe us nope wont lose cash still worth someting side border wont lose healt care health care canada hassle free united states medicare medicaid yadi yadah wow corruption vehicle,0,2025-03-17T02:26:51Z,Negative
@Russellviews,importer charged tariff actually pays variesbrlets say walmart buying 100 bottles syrup canada good stuff 25 tariff imposed walmart may balk buying higher priced syrup many things happenbra href decides buy another nation tarriffs br2 canadian company may pay tariff lowering price keep walmarts business br3 may split tariffbr4 walmart may decide start buying american company cheaperbrmany things happen,1,2025-03-17T02:01:23Z,Neutral
@larrymoore8094,america wont pay dime dont need canada,0,2025-03-17T02:00:18Z,Negative
@lagunacorona,go ways dear canada also pays toolets see breaks firstbrwe tough nation outlast anyone,0,2025-03-17T01:52:32Z,Neutral
@JohnMcbee-j5s,youll notice cnbc doesnt report anything positive americabrfake news,0,2025-03-17T01:39:18Z,Negative
@buzz5969,cant name single thing buy canada,1,2025-03-17T01:34:19Z,Negative
@tonebalone9203,going annex canada,0,2025-03-17T01:33:46Z,Neutral
@tonebalone9203,paying started bill clintons larry summers outsourcing using nafta 36 trillion debt inevitable,0,2025-03-17T01:33:20Z,Neutral
@Britcarsmgb,nbc sucking swallowing leftwing soros pole continuously forever,0,2025-03-17T01:29:40Z,Negative
@larrymoore8094,justin arent power anymore,0,2025-03-17T01:29:38Z,Negative
@jamesoliver2517,canada pay tariffs america buy american see backs first,0,2025-03-17T01:27:16Z,Neutral
@plp91,wish msm would become less blatant propaganda know anybody would imagine anything story remotely plausible country 18 size us almost totally dependent exports us would inflict pain us citizens,0,2025-03-17T01:26:49Z,Negative
@TomCox-x6b,really pretty simple dont want pay tariffs buy american products,0,2025-03-17T01:23:38Z,Negative
@09bamasky,whos girl red shirt probably graduated bachelors degree poli sci doesnt clue trumps strategy focus camera,0,2025-03-17T01:23:00Z,Negative
@michaelWells-ef9bx,hrefuckszu2wh9gy1mb0dv11ujgw8ifybwafipq7ipvnca2aua idea put magic marker done somewhere body would think look want know hrefuckszu2wh9gy1mb0dv11ujg2sify8vig8z96alulydqdqa way never lose hrefuckszu2wh9gy1mb0dv11ujguvgfyvqe92t29spvqiakaua,0,2025-03-17T01:19:18Z,Neutral
@larrymoore8094,bull,0,2025-03-17T01:18:39Z,Negative
@xiaozhang9883,huge money collection game trump ally friends playing gov enough money corrupt elon responsible cutting spending trump responsible collecting income cant add tax us everyone would go protest figure another way collect money playing tariff game way billionaire friends make extra money consumers would one pay tariff one suffer end trump also playing stock market game billionaire friend tell intentionally crash money pour money market recovers billionaires knows exactly back buy however slaves ultimately money making tools end,0,2025-03-17T01:11:48Z,Negative
@johnlane3640,give canada russia front line monday ukraine,0,2025-03-17T01:06:57Z,Neutral
@daveanderson2316,fact take quot51stquot state seriously shows ignorance oh canada youre lucky youre speaking russian,0,2025-03-17T01:02:22Z,Negative
@pulatutamuratov6847,donald trump love low income workers worked 2 hours mcdonalds make 16 dollars donald trump said 325000 kids missing 4 years im going find said jeffrey epstein girlfriend innocent 2020 oxton interview oxton tell united states president cant say anything like girlfriend guilty child trafficking,0,2025-03-17T01:02:07Z,Negative
@daveanderson2316,oh lookthe vieweerr mean cnn bahaha,0,2025-03-17T00:59:14Z,Neutral
@littlenickypickletoe,american,0,2025-03-17T00:49:10Z,Neutral
@jeremiahpersinger3771,really dont care tariffs canada imposes us theyve highest tariffs lumber ever since covid raised lumber tariffs 400,0,2025-03-17T00:45:29Z,Neutral
@Jietravis2345,clowns tariffs us decadesget pay,0,2025-03-17T00:38:13Z,Negative
@Wrex612,fake news canada already caving true harder state news,0,2025-03-17T00:35:23Z,Negative
@DoyleHargraves-hr5cl,luciferians media dem party stop nothing make trump look bad,0,2025-03-17T00:34:27Z,Negative
@jeffwynn3485,us already pay 200 300 tariffs dairygraiin meat going long trump office,0,2025-03-17T00:34:13Z,Negative
@Tammy-td5ok,canada keeps talking proud word doesnt mean like govt telling whether pee poop say stop today really sovereignty generally defined supreme authority sovereignty entails hierarchy within state well external autonomy states state sovereignty assigned person body institution ultimate authority people change existing laws,0,2025-03-17T00:29:23Z,Neutral
@Dislocat3d617,trumps tarriffs cause trumpflation,0,2025-03-17T00:26:41Z,Negative
@tevans4915,eventually states leave usa maybe join canada maybe become independent countries,1,2025-03-17T00:26:37Z,Neutral
@scott2296,prices everything quadrupled piece communist dogshitbrbiden office tariffs cant possibly worse,0,2025-03-17T00:25:31Z,Negative
@patrickhood4545,us tariffs united president name,0,2025-03-17T00:24:21Z,Neutral
@Trollleben,really easy buy american lol american based companies wont pay tariffs,0,2025-03-17T00:20:11Z,Neutral
@chuckfarley6875,legacy media fear mongering,0,2025-03-17T00:12:59Z,Negative
@demondroberson319,aluminum told egg prices hold beer watch,1,2025-03-17T00:07:45Z,Neutral
@laumay7364,scared americans worried canadian tariffs ton media analysts trying convince us scared canadian politicians trying convince us trade relationship always fair americans suffer break one else ever want us ok got thanks,0,2025-03-17T00:07:14Z,Negative
@unknownsender3823,trudeau exiting tongue explains lot trudeaus successor selected like kamala harris canadians ever allowed vote,0,2025-03-16T23:56:32Z,Neutral
@denniscleversyrff8077,great news story news organization report un judge uganda slave uk judge claiming diplomatic immunity avoid arrest,1,2025-03-16T23:51:10Z,Neutral
@closer0000,ashamed american sorry canada friends allies deserve stand canada,0,2025-03-16T23:45:29Z,Negative
@TheJohnny220,canada must become 51st way things work canada,0,2025-03-16T23:45:21Z,Neutral
@eddioritz2580,liers,0,2025-03-16T23:42:13Z,Negative
@billyp-d5y,dont forget consumer boycotts us products goods well way australia uk europe etc etc thats gon na hurt,0,2025-03-16T23:35:47Z,Negative
@Ttow49,whole world must living us tax payers waiting get part every working americans paycheck get job,0,2025-03-16T23:03:46Z,Neutral
@Ttow49,blood sucking leach countries take advantage us tax payers,0,2025-03-16T23:02:46Z,Negative
@doutcast1002,dont buy canadian goods pay tariffs,0,2025-03-16T22:47:06Z,Negative
@TehReasoning,much lowering cost eggs bills people thanks trump nothing,0,2025-03-16T22:44:01Z,Neutral
@MrNismopro,subsidized canada 200b last year lining pockets bureaucrats dont see tariffs change anything stops corruption,0,2025-03-16T22:39:15Z,Negative
@barnabasschuler9025,got ass kicked canada remember war,0,2025-03-16T22:31:53Z,Negative
@stephenforur4878,funny found canadas charging us tariffs years,0,2025-03-16T22:30:32Z,Neutral
@Kenelm-q1e,cnbc always antiamerican,0,2025-03-16T22:28:52Z,Neutral
@Udhjfifg5,fentynal immigration money whats trumps real reason 90,0,2025-03-16T22:28:24Z,Neutral
@GilaHMonster,remember nucks 13 us imports come canada 13 represents 75 canadian exports canada compete,0,2025-03-16T22:27:29Z,Neutral
@abdulrahmanansari616,trump mentally sick supporters,0,2025-03-16T22:23:54Z,Negative
@comeon_man,dont like product increased pricebrdont buy itbrbrsupport country,0,2025-03-16T22:23:54Z,Negative
@comeon_man,dont like product increased pricebrdont buy itbrbrsupport country,0,2025-03-16T22:23:31Z,Negative
@muhammeddabash6923,told south park canada jst build wall,0,2025-03-16T22:23:29Z,Neutral
@JustSherriChrist,supporters stupid theyll happy ignoring fact promised lower prices everything become expensive trump even said suffer,0,2025-03-16T22:21:24Z,Negative
@billhiggins2297,canada place export taxes energy sent usa trump removed office,0,2025-03-16T22:20:11Z,Neutral
@gs3048,interest rates lowering manufacturing jobs us rising bloat bureaucratic jobs getting cut wasteful spending getting reduced tariffs possibility reducing federal tax burden americans im hard time finding negativeoh wait told mad ok grrrr trump elon,0,2025-03-16T22:19:10Z,Negative
@stevenwilson8718,raising grocery prices guess definitely highest ive ever seen today,0,2025-03-16T22:14:56Z,Neutral
@xxlockexxx,pay new better american goods jobs win usa either way,0,2025-03-16T22:13:55Z,Positive
@Recoiler45,lol keep fearmongering ctds didnt mention canadas tariffs us preexisted 2025 didnt even mention huge tariffs china socked canada,0,2025-03-16T22:09:38Z,Negative
@ScroogeMcDuck11,two canadian products local store tomatoes cucumbers terrible never buy grown us mexico best,0,2025-03-16T22:09:02Z,Negative
@MoonNightAria,tarrifs stupid af,0,2025-03-16T22:06:11Z,Negative
@dem0nchild610,funny prices dropping hell even gas 280 first time since trump left office people still complaining,0,2025-03-16T22:06:09Z,Negative
@rogersw9,canada living usa since nafta violated within 24 hrs signing,0,2025-03-16T22:00:49Z,Neutral
@TheManWithTheFace,one cares,0,2025-03-16T22:00:44Z,Neutral
@joshuas.8142,youre member press want expose consider bad decision government write article course hope people listen brbrwhat member press political zealot wants brainwash readers rather leave make minds still write article write another thing next day day keep rewriting article every day months months readers think reality one youve shoving throat,1,2025-03-16T21:59:13Z,Negative
@rolandgraff414,breaking news mexico paying itbr,1,2025-03-16T21:59:07Z,Neutral
@bernadineseidel7078,buying america needed country,0,2025-03-16T21:53:36Z,Neutral
@WritersOnTheWall,republicans caught pays tarriff doesnt matter pays somebody paying price finished product increases,4,2025-03-16T21:52:51Z,Negative
@tylerdurden2939,fair world places tarriffs us us placing tarriffs countries goods unacceptable tell want destroy usa without saying,0,2025-03-16T21:51:11Z,Negative
@LeLaidbackLauncher,comment section proof need mandatory civics economics lessons high school wont happen tho cause conservatives cant survive well educated electorate,1,2025-03-16T21:47:54Z,Negative
